timestamp,aqi,co,no,no2,o3,pm10,pm25,so2,nh3,temperature,humidity,wind_speed,pressure
2025-12-01 00:00:00+00:00,135,196.42,0.0,0.27,132.39,85.11,49.4,5.27,0.55,17.5,64.0,6.7,1013.8
2025-12-01 01:00:00+00:00,125,184.57,0.0,0.22,128.17,80.23,45.32,4.31,0.47,16.6,69.0,6.7,1014.0
2025-12-01 02:00:00+00:00,116,174.47,0.0,0.18,124.41,76.43,41.76,3.5,0.4,16.0,72.0,6.0,1014.6
2025-12-01 03:00:00+00:00,110,166.85,0.0,0.19,121.38,74.45,39.07,2.83,0.34,16.2,72.0,6.3,1015.2
2025-12-01 04:00:00+00:00,105,161.61,0.01,0.2,118.2,73.74,37.24,2.34,0.29,18.9,63.0,4.4,1015.5
2025-12-01 05:00:00+00:00,103,158.69,0.01,0.17,115.96,74.04,36.17,1.97,0.26,22.3,50.0,4.3,1015.7
2025-12-01 06:00:00+00:00,101,156.67,0.02,0.14,113.64,74.91,35.52,1.65,0.24,25.1,35.0,7.2,1015.2
2025-12-01 07:00:00+00:00,99,155.22,0.01,0.12,111.14,76.1,35.01,1.36,0.23,26.4,28.0,8.8,1014.5
2025-12-01 08:00:00+00:00,98,153.94,0.01,0.11,108.51,77.37,34.55,1.1,0.22,27.0,24.0,10.3,1013.5
2025-12-01 09:00:00+00:00,97,152.48,0.01,0.1,106.24,78.36,34.09,0.9,0.21,27.1,20.0,10.6,1012.4
2025-12-01 10:00:00+00:00,96,151.73,0.01,0.11,104.62,79.29,33.57,0.72,0.19,27.1,17.0,10.1,1011.9
2025-12-01 11:00:00+00:00,94,150.49,0.01,0.12,103.26,79.45,32.76,0.58,0.18,26.6,17.0,9.9,1011.8
2025-12-01 12:00:00+00:00,92,148.36,0.01,0.15,102.64,78.13,31.63,0.48,0.16,25.5,17.0,9.5,1011.6
2025-12-01 13:00:00+00:00,89,146.24,0.0,0.17,102.92,75.64,30.3,0.41,0.13,23.7,29.0,8.8,1012.2
2025-12-01 14:00:00+00:00,86,144.41,0.0,0.18,103.33,72.68,28.95,0.37,0.1,22.5,41.0,6.9,1012.8
2025-12-01 15:00:00+00:00,83,141.87,0.0,0.18,104.37,68.45,27.33,0.36,0.07,21.6,48.0,5.8,1013.3
2025-12-01 16:00:00+00:00,79,138.94,0.0,0.18,105.8,63.37,25.54,0.37,0.04,21.2,50.0,3.3,1013.8
2025-12-01 17:00:00+00:00,76,136.58,0.0,0.18,107.74,58.58,23.99,0.42,0.02,20.5,58.0,1.2,1013.9
2025-12-01 18:00:00+00:00,73,134.37,0.0,0.19,110.12,54.48,22.7,0.51,0.01,19.5,53.0,5.7,1014.4
2025-12-01 19:00:00+00:00,71,132.67,0.0,0.2,112.63,51.61,21.83,0.62,0.0,18.5,56.0,3.4,1014.1
2025-12-01 20:00:00+00:00,71,131.42,0.0,0.21,115.24,50.49,21.5,0.77,0.0,18.2,56.0,2.8,1013.7
2025-12-01 21:00:00+00:00,71,130.41,0.0,0.23,117.44,50.82,21.59,0.95,0.0,18.0,55.0,7.2,1013.6
2025-12-01 22:00:00+00:00,71,129.58,0.0,0.27,119.89,51.99,21.82,1.16,0.0,17.4,52.0,7.4,1013.2
2025-12-01 23:00:00+00:00,71,128.3,0.0,0.3,121.03,52.12,21.61,1.34,0.0,17.1,44.0,8.1,1013.1
2025-12-02 00:00:00+00:00,70,127.66,0.0,0.34,120.95,50.94,20.94,1.46,0.0,16.2,49.0,8.0,1013.3
2025-12-02 01:00:00+00:00,69,130.29,0.0,0.41,120.37,50.12,20.47,1.57,0.0,15.6,47.0,8.0,1013.8
2025-12-02 02:00:00+00:00,69,136.65,0.0,0.53,119.24,50.76,20.47,1.74,0.07,15.1,47.0,8.1,1014.7
2025-12-02 03:00:00+00:00,69,145.16,0.01,0.81,117.9,52.75,20.88,2.02,0.14,15.6,45.0,8.6,1015.4
2025-12-02 04:00:00+00:00,71,154.45,0.06,1.09,115.95,55.33,21.55,2.45,0.22,17.9,40.0,8.1,1016.0
2025-12-02 05:00:00+00:00,74,169.07,0.15,1.33,115.34,59.55,23.03,3.25,0.31,21.1,32.0,4.6,1016.3
2025-12-02 06:00:00+00:00,79,188.96,0.21,1.54,117.1,65.32,25.64,4.52,0.38,23.5,29.0,3.1,1016.0
2025-12-02 07:00:00+00:00,88,209.01,0.2,1.54,122.11,72.08,29.61,6.05,0.43,24.8,32.0,3.6,1014.9
2025-12-02 08:00:00+00:00,99,229.94,0.16,1.37,130.21,79.59,35.03,7.52,0.46,25.5,32.0,4.1,1013.6
2025-12-02 09:00:00+00:00,114,250.01,0.13,1.21,138.35,86.31,40.75,8.83,0.44,26.1,31.0,4.9,1012.5
2025-12-02 10:00:00+00:00,122,259.47,0.1,1.14,144.77,89.3,44.21,9.81,0.36,26.1,32.0,6.6,1012.0
2025-12-02 11:00:00+00:00,125,259.69,0.08,1.18,148.21,88.8,45.05,10.48,0.24,25.5,37.0,8.1,1011.7
2025-12-02 12:00:00+00:00,123,256.32,0.04,1.35,148.8,86.23,44.32,11.0,0.12,24.1,43.0,7.6,1012.2
2025-12-02 13:00:00+00:00,119,252.26,0.0,1.46,147.82,83.02,42.93,11.43,0.06,23.4,46.0,4.3,1012.6
2025-12-02 14:00:00+00:00,117,250.1,0.0,1.25,145.99,80.68,41.94,11.71,0.06,22.9,49.0,3.3,1013.4
2025-12-02 15:00:00+00:00,114,245.58,0.0,1.05,144.16,78.2,40.9,11.7,0.05,22.2,51.0,5.1,1014.2
2025-12-02 16:00:00+00:00,112,241.61,0.0,0.95,141.83,75.67,39.8,11.52,0.05,21.2,53.0,8.0,1015.0
2025-12-02 17:00:00+00:00,111,244.39,0.0,1.02,140.01,74.97,39.53,11.84,0.11,20.6,43.0,8.5,1015.4
2025-12-02 18:00:00+00:00,113,255.7,0.0,1.21,139.02,77.03,40.43,12.94,0.24,19.9,34.0,7.6,1015.8
2025-12-02 19:00:00+00:00,115,256.2,0.0,1.34,138.08,80.28,41.17,13.92,0.33,19.4,34.0,8.2,1015.4
2025-12-02 20:00:00+00:00,122,266.1,0.0,1.51,137.61,87.93,44.13,14.78,0.43,18.6,37.0,9.1,1015.1
2025-12-02 21:00:00+00:00,136,287.35,0.0,1.68,137.24,100.39,49.74,15.94,0.55,17.6,41.0,10.0,1015.0
2025-12-02 22:00:00+00:00,151,309.31,0.0,1.82,135.78,115.21,56.39,16.57,0.73,17.0,43.0,10.0,1014.9
2025-12-02 23:00:00+00:00,155,327.41,0.0,1.93,133.12,130.61,63.21,16.36,0.91,16.8,43.0,9.6,1015.3
2025-12-03 00:00:00+00:00,158,330.86,0.0,1.84,130.32,143.55,68.94,15.22,0.98,16.6,41.0,9.7,1015.5
2025-12-03 01:00:00+00:00,160,321.87,0.0,1.68,128.24,153.02,72.95,13.45,0.93,16.1,42.0,10.0,1016.0
2025-12-03 02:00:00+00:00,161,308.16,0.0,1.54,126.91,157.05,74.49,11.63,0.8,15.9,42.0,9.5,1017.0
2025-12-03 03:00:00+00:00,160,292.14,0.01,1.72,126.59,155.13,73.32,10.11,0.69,16.1,40.0,9.8,1017.8
2025-12-03 04:00:00+00:00,158,268.45,0.08,1.85,127.8,144.28,68.37,8.64,0.57,18.0,36.0,8.7,1018.4
2025-12-03 05:00:00+00:00,156,255.48,0.15,1.74,129.98,136.39,64.33,7.62,0.56,21.0,29.0,6.5,1018.9
2025-12-03 06:00:00+00:00,154,249.99,0.17,1.61,133.7,132.16,61.49,7.09,0.64,24.1,22.0,6.9,1018.7
2025-12-03 07:00:00+00:00,153,245.82,0.16,1.4,138.66,129.39,59.41,6.83,0.67,26.1,16.0,9.4,1017.7
2025-12-03 08:00:00+00:00,152,240.95,0.13,1.16,143.31,127.12,57.96,6.56,0.65,27.1,13.0,9.6,1016.6
2025-12-03 09:00:00+00:00,152,236.4,0.11,1.01,147.04,124.87,56.82,6.31,0.61,27.5,12.0,10.1,1015.8
2025-12-03 10:00:00+00:00,148,229.01,0.09,0.97,149.44,118.65,54.55,6.04,0.53,27.5,12.0,10.3,1015.3
2025-12-03 11:00:00+00:00,139,219.44,0.07,1.02,149.34,109.49,50.96,5.73,0.42,27.0,12.0,11.0,1015.4
2025-12-03 12:00:00+00:00,133,213.99,0.04,1.22,148.02,104.34,48.58,5.66,0.37,26.2,13.0,10.8,1015.4
2025-12-03 13:00:00+00:00,131,212.48,0.0,1.43,146.7,103.07,47.49,5.85,0.34,25.1,14.0,11.0,1016.0
2025-12-03 14:00:00+00:00,131,214.97,0.0,1.4,144.77,105.28,47.69,6.25,0.35,24.0,16.0,11.8,1016.7
2025-12-03 15:00:00+00:00,134,220.18,0.0,1.43,143.15,110.38,49.09,6.78,0.36,22.5,20.0,11.8,1017.4
2025-12-03 16:00:00+00:00,140,227.82,0.0,1.55,141.21,118.11,51.48,7.38,0.38,21.1,23.0,12.0,1017.8
2025-12-03 17:00:00+00:00,147,235.94,0.0,1.68,139.05,127.07,54.25,8.02,0.42,20.4,27.0,12.0,1018.0
2025-12-03 18:00:00+00:00,152,242.52,0.0,1.76,136.43,135.96,56.92,8.6,0.46,19.7,30.0,12.3,1018.3
2025-12-03 19:00:00+00:00,154,253.94,0.0,1.95,132.97,146.41,60.36,9.31,0.56,19.3,31.0,11.9,1017.9
2025-12-03 20:00:00+00:00,156,271.65,0.0,2.18,129.27,159.64,65.09,10.16,0.69,19.0,32.0,11.6,1017.7
2025-12-03 21:00:00+00:00,158,279.88,0.0,2.19,126.44,169.89,68.75,10.61,0.75,18.6,32.0,11.1,1017.6
2025-12-03 22:00:00+00:00,158,274.58,0.0,2.03,124.6,172.18,69.55,10.58,0.7,18.2,33.0,10.9,1017.1
2025-12-03 23:00:00+00:00,158,263.47,0.0,1.83,124.6,170.16,68.79,10.3,0.61,17.9,33.0,11.0,1017.4
2025-12-04 00:00:00+00:00,158,252.47,0.0,1.64,125.26,168.8,68.2,9.96,0.52,17.9,33.0,10.6,1017.5
2025-12-04 01:00:00+00:00,159,255.97,0.0,1.57,125.18,178.23,71.63,9.96,0.54,17.6,33.0,10.6,1017.8
2025-12-04 02:00:00+00:00,163,269.87,0.0,1.58,125.14,194.86,77.8,10.14,0.65,17.5,33.0,10.7,1018.6
2025-12-04 03:00:00+00:00,165,279.01,0.01,1.95,126.12,207.13,82.2,10.07,0.74,18.0,33.0,11.3,1019.1
2025-12-04 04:00:00+00:00,167,288.48,0.08,2.43,127.33,216.84,86.01,10.01,0.83,20.0,29.0,10.3,1019.7
2025-12-04 05:00:00+00:00,169,302.16,0.19,2.54,129.7,225.19,90.36,10.09,0.92,22.8,25.0,9.0,1019.9
2025-12-04 06:00:00+00:00,171,313.63,0.24,2.39,134.44,228.04,93.79,10.18,0.94,25.2,22.0,9.6,1019.6
2025-12-04 07:00:00+00:00,172,320.63,0.22,2.08,140.19,226.9,96.22,10.36,0.88,26.8,19.0,10.8,1018.7
2025-12-04 08:00:00+00:00,173,325.59,0.18,1.8,147.13,224.59,98.24,10.69,0.79,27.5,19.0,9.0,1017.9
2025-12-04 09:00:00+00:00,173,325.52,0.15,1.6,153.49,219.36,98.84,11.02,0.68,27.9,18.0,6.6,1017.0
2025-12-04 10:00:00+00:00,173,321.05,0.12,1.53,159.12,211.39,97.44,11.28,0.55,27.9,18.0,5.3,1016.2
2025-12-04 11:00:00+00:00,170,306.82,0.09,1.59,161.27,196.29,92.14,11.23,0.4,27.6,18.0,5.8,1015.9
2025-12-04 12:00:00+00:00,166,291.09,0.05,1.82,160.5,179.35,85.31,11.03,0.29,27.0,19.0,6.1,1016.0
2025-12-04 13:00:00+00:00,161,264.19,0.0,1.76,156.38,155.35,74.95,10.15,0.16,25.9,22.0,6.1,1016.5
2025-12-04 14:00:00+00:00,156,244.14,0.0,1.42,151.66,134.97,65.88,9.49,0.1,24.9,23.0,5.7,1017.0
2025-12-04 15:00:00+00:00,154,237.88,0.0,1.33,148.67,125.26,61.23,9.53,0.11,23.6,25.0,4.6,1017.7
2025-12-04 16:00:00+00:00,152,235.61,0.0,1.36,146.29,118.67,57.97,9.69,0.15,22.5,27.0,4.9,1018.0
2025-12-04 17:00:00+00:00,152,237.62,0.0,1.39,143.79,116.59,56.64,9.92,0.19,21.5,29.0,6.2,1018.2
2025-12-04 18:00:00+00:00,152,241.76,0.0,1.41,142.0,117.14,56.51,10.18,0.22,20.5,31.0,7.3,1018.4
2025-12-04 19:00:00+00:00,152,250.9,0.0,1.53,139.44,120.36,57.57,10.61,0.3,19.4,33.0,8.0,1018.2
2025-12-04 20:00:00+00:00,153,267.58,0.0,1.74,136.5,127.08,60.09,11.27,0.44,18.6,35.0,8.0,1018.2
2025-12-04 21:00:00+00:00,155,281.37,0.0,1.88,132.94,133.22,62.51,11.77,0.56,18.0,36.0,8.1,1017.9
2025-12-04 22:00:00+00:00,155,288.36,0.0,1.92,129.7,136.9,63.88,12.07,0.64,17.2,38.0,8.5,1017.5
2025-12-04 23:00:00+00:00,156,290.09,0.0,1.89,127.13,138.28,64.4,12.15,0.65,16.6,40.0,8.0,1017.7
2025-12-05 00:00:00+00:00,155,287.06,0.0,1.78,125.37,137.62,64.19,11.97,0.63,16.1,43.0,7.1,1017.6
2025-12-05 01:00:00+00:00,155,280.09,0.0,1.66,124.12,135.02,63.31,11.6,0.57,15.5,46.0,7.3,1018.2
2025-12-05 02:00:00+00:00,154,272.76,0.0,1.54,123.44,131.34,62.11,11.22,0.52,15.1,47.0,8.1,1018.9
2025-12-05 03:00:00+00:00,154,266.19,0.01,1.82,123.51,127.01,60.78,10.89,0.49,15.6,45.0,8.0,1019.3
2025-12-05 04:00:00+00:00,153,260.66,0.09,2.14,124.14,122.76,59.65,10.52,0.46,18.1,38.0,6.9,1019.8
2025-12-05 05:00:00+00:00,153,256.88,0.19,2.15,126.85,119.13,59.09,10.16,0.41,21.6,29.0,6.1,1020.4
2025-12-05 06:00:00+00:00,153,255.12,0.23,1.99,131.4,117.11,59.43,9.88,0.36,25.0,22.0,4.3,1020.1
2025-12-05 07:00:00+00:00,154,254.05,0.2,1.71,137.05,116.41,60.48,9.71,0.28,26.6,19.0,4.4,1019.4
2025-12-05 08:00:00+00:00,155,254.06,0.16,1.45,142.66,117.7,62.38,9.7,0.25,27.6,17.0,4.2,1018.4
2025-12-05 09:00:00+00:00,156,253.48,0.13,1.26,147.59,119.49,64.3,9.77,0.2,28.1,16.0,3.1,1017.4
2025-12-05 10:00:00+00:00,156,251.68,0.1,1.17,151.3,119.93,65.71,9.94,0.12,28.2,16.0,2.8,1016.6
2025-12-05 11:00:00+00:00,157,255.2,0.08,1.27,154.16,121.19,67.36,10.28,0.1,28.1,17.0,3.1,1016.4
2025-12-05 12:00:00+00:00,158,257.59,0.04,1.46,155.13,121.03,68.31,10.63,0.08,26.9,26.0,5.0,1016.6
2025-12-05 13:00:00+00:00,158,259.44,0.0,1.59,155.3,121.29,68.9,11.16,0.06,24.8,40.0,8.1,1017.3
2025-12-05 14:00:00+00:00,158,261.65,0.0,1.38,154.94,121.5,69.0,11.88,0.05,23.7,42.0,7.9,1017.8
2025-12-05 15:00:00+00:00,158,264.87,0.0,1.26,154.57,120.86,68.62,12.77,0.06,23.2,42.0,5.0,1018.5
2025-12-05 16:00:00+00:00,158,278.68,0.0,1.48,153.5,121.06,68.5,13.8,0.13,22.5,38.0,6.4,1018.9
2025-12-05 17:00:00+00:00,158,315.46,0.0,2.2,151.24,125.16,69.87,15.1,0.29,22.2,30.0,9.2,1019.1
2025-12-05 18:00:00+00:00,160,362.4,0.0,2.99,147.8,135.49,73.4,16.4,0.41,21.2,32.0,9.8,1019.2
2025-12-05 19:00:00+00:00,164,388.48,0.0,3.23,144.47,151.81,79.78,16.3,0.31,20.6,33.0,10.9,1018.6
2025-12-05 20:00:00+00:00,167,412.38,0.0,3.25,140.34,169.6,87.0,15.28,0.29,20.2,35.0,10.4,1018.4
2025-12-05 21:00:00+00:00,171,422.12,0.0,2.97,135.85,185.11,93.44,13.91,0.26,20.0,36.0,10.3,1018.1
2025-12-05 22:00:00+00:00,173,410.71,0.0,2.5,132.32,193.47,97.17,12.4,0.18,19.9,37.0,9.7,1017.7
2025-12-05 23:00:00+00:00,173,390.38,0.0,2.07,129.96,194.33,97.98,11.0,0.11,19.4,38.0,9.3,1017.8
2025-12-06 00:00:00+00:00,173,368.58,0.0,1.72,128.71,191.21,97.3,9.78,0.06,19.0,39.0,9.3,1018.3
2025-12-06 01:00:00+00:00,172,355.42,0.0,1.52,126.06,190.69,96.61,8.79,0.01,18.3,39.0,9.4,1018.7
2025-12-06 02:00:00+00:00,172,349.57,0.0,1.45,123.12,194.58,96.4,8.0,0.0,17.9,40.0,9.7,1019.4
2025-12-06 03:00:00+00:00,172,341.09,0.0,1.62,122.78,198.61,95.84,7.3,0.0,18.1,37.0,10.4,1020.0
2025-12-06 04:00:00+00:00,172,330.55,0.03,2.08,123.79,206.43,95.71,6.66,0.0,20.0,32.0,10.7,1020.4
2025-12-06 05:00:00+00:00,172,321.57,0.1,2.26,126.39,220.48,97.08,6.15,0.0,23.0,26.0,9.5,1020.3
2025-12-06 06:00:00+00:00,174,314.97,0.15,2.15,130.73,234.5,99.59,5.78,0.0,25.4,22.0,8.6,1020.2
2025-12-06 07:00:00+00:00,175,307.53,0.15,1.77,136.15,239.94,101.4,5.51,0.0,26.5,19.0,10.5,1019.4
2025-12-06 08:00:00+00:00,175,302.13,0.13,1.43,141.56,238.1,102.47,5.43,0.0,27.6,18.0,11.9,1018.4
2025-12-06 09:00:00+00:00,175,297.22,0.11,1.25,146.04,230.65,102.31,5.5,0.0,28.0,18.0,11.4,1017.7
2025-12-06 10:00:00+00:00,172,283.9,0.08,1.06,150.37,203.32,96.52,5.26,0.0,28.0,19.0,10.3,1017.1
2025-12-06 11:00:00+00:00,170,279.22,0.06,1.11,151.96,185.99,92.76,5.17,0.0,27.8,19.0,9.7,1016.8
2025-12-06 12:00:00+00:00,169,279.55,0.03,1.33,152.68,177.94,90.9,5.34,0.0,27.5,19.0,9.2,1016.7
2025-12-06 13:00:00+00:00,169,282.81,0.0,1.52,153.29,173.09,89.83,5.7,0.0,26.2,20.0,9.4,1016.9
2025-12-06 14:00:00+00:00,168,286.87,0.0,1.45,152.93,169.48,88.82,6.1,0.0,25.3,21.0,10.4,1017.5
2025-12-06 15:00:00+00:00,168,291.88,0.0,1.4,151.71,167.0,88.02,6.5,0.0,23.9,23.0,11.1,1017.7
2025-12-06 16:00:00+00:00,168,300.56,0.0,1.49,150.85,162.99,87.63,6.97,0.0,22.5,26.0,10.5,1018.0
2025-12-06 17:00:00+00:00,168,313.03,0.0,1.67,148.11,165.51,88.5,7.38,0.06,21.6,28.0,10.2,1018.3
2025-12-06 18:00:00+00:00,169,322.32,0.0,1.75,144.5,171.94,89.67,7.68,0.16,20.8,29.0,10.0,1018.4
2025-12-06 19:00:00+00:00,169,328.12,0.0,1.77,140.42,178.9,90.8,7.95,0.22,20.3,29.0,9.8,1018.2
2025-12-06 20:00:00+00:00,170,333.89,0.0,1.75,135.96,187.68,92.41,8.1,0.24,19.9,29.0,9.7,1018.0
2025-12-06 21:00:00+00:00,171,338.96,0.0,1.66,131.38,194.22,93.75,7.95,0.23,19.5,30.0,9.1,1017.9
2025-12-06 22:00:00+00:00,171,340.66,0.0,1.54,127.65,197.18,94.31,7.58,0.19,19.0,32.0,9.1,1018.0
2025-12-06 23:00:00+00:00,171,340.77,0.0,1.43,126.1,198.46,94.66,7.16,0.16,18.7,33.0,9.2,1018.1
2025-12-07 00:00:00+00:00,171,340.03,0.0,1.34,125.62,199.99,94.99,6.71,0.13,18.4,33.0,9.2,1018.1
2025-12-07 01:00:00+00:00,172,339.43,0.0,1.28,125.14,203.81,95.54,6.28,0.12,17.7,34.0,9.1,1018.3
2025-12-07 02:00:00+00:00,172,340.76,0.0,1.26,123.54,212.15,97.03,5.86,0.13,17.0,37.0,9.4,1018.8
2025-12-07 03:00:00+00:00,174,342.32,0.0,1.45,122.51,222.85,99.09,5.53,0.15,17.2,37.0,9.3,1019.6
2025-12-07 04:00:00+00:00,175,342.7,0.05,1.8,121.94,234.83,101.5,5.24,0.19,19.0,33.0,7.8,1019.9
2025-12-07 05:00:00+00:00,176,343.57,0.14,1.86,124.01,246.62,104.59,5.05,0.21,22.0,28.0,6.0,1020.0
2025-12-07 06:00:00+00:00,178,345.4,0.17,1.76,129.3,256.11,108.2,5.0,0.2,25.0,22.0,5.5,1019.9
2025-12-07 07:00:00+00:00,180,347.73,0.17,1.57,135.8,263.85,112.27,5.1,0.18,27.0,17.0,4.4,1019.1
2025-12-07 08:00:00+00:00,183,353.54,0.14,1.41,142.3,271.85,117.51,5.37,0.16,28.0,17.0,2.9,1017.7
2025-12-07 09:00:00+00:00,185,358.97,0.12,1.36,149.34,273.82,121.15,5.82,0.14,28.5,17.0,1.3,1016.8
2025-12-07 10:00:00+00:00,186,363.53,0.11,1.42,156.51,270.38,122.87,6.42,0.12,28.6,17.0,2.4,1016.2
2025-12-07 11:00:00+00:00,185,365.9,0.08,1.6,162.08,261.86,122.21,7.07,0.1,28.4,17.0,3.6,1016.0
2025-12-07 12:00:00+00:00,184,365.65,0.04,1.89,165.44,250.74,119.96,7.71,0.07,27.1,26.0,6.7,1015.9
2025-12-07 13:00:00+00:00,183,365.97,0.0,2.05,167.15,237.96,116.65,8.36,0.02,25.3,27.0,9.0,1016.4
2025-12-07 14:00:00+00:00,180,363.18,0.0,1.71,167.02,223.71,112.16,8.86,0.0,24.1,29.0,8.8,1017.0
2025-12-07 15:00:00+00:00,177,352.59,0.0,1.4,165.67,206.63,105.73,9.12,0.0,23.4,31.0,7.5,1017.4
2025-12-07 16:00:00+00:00,173,333.41,0.0,1.17,162.68,185.94,97.26,8.93,0.0,22.9,31.0,7.0,1017.7
2025-12-07 17:00:00+00:00,168,311.18,0.0,1.01,158.09,166.12,88.53,8.51,0.0,22.0,32.0,7.6,1017.8
2025-12-07 18:00:00+00:00,164,291.41,0.0,0.94,152.95,149.71,80.41,8.07,0.0,20.8,33.0,7.1,1018.0
2025-12-07 19:00:00+00:00,159,272.0,0.0,1.11,146.89,134.59,71.72,8.58,0.0,19.9,34.0,7.0,1017.7
2025-12-07 20:00:00+00:00,157,275.9,0.0,1.48,141.45,129.93,67.95,9.29,0.01,19.0,36.0,7.9,1017.8
2025-12-07 21:00:00+00:00,158,298.34,0.0,1.92,136.62,134.97,68.97,10.07,0.05,18.2,38.0,8.1,1017.4
2025-12-07 22:00:00+00:00,159,316.24,0.0,2.18,133.42,142.77,71.27,10.96,0.1,17.6,40.0,8.3,1017.5
2025-12-07 23:00:00+00:00,161,337.36,0.0,2.38,129.45,151.86,74.75,11.29,0.13,17.4,41.0,8.0,1017.5
2025-12-08 00:00:00+00:00,163,355.82,0.0,2.47,126.15,160.96,78.77,11.4,0.15,17.0,42.0,8.7,1017.6
2025-12-08 01:00:00+00:00,166,376.92,0.0,2.52,123.0,172.32,84.6,11.44,0.17,16.6,42.0,9.7,1018.0
2025-12-08 02:00:00+00:00,170,404.5,0.0,2.57,120.31,186.71,92.62,11.53,0.17,16.4,43.0,9.4,1018.9
2025-12-08 03:00:00+00:00,173,417.89,0.01,2.93,118.94,195.14,98.31,11.73,0.16,16.6,42.0,8.9,1019.5
2025-12-08 04:00:00+00:00,175,415.06,0.13,3.59,119.72,197.01,101.24,11.9,0.13,18.4,37.0,7.9,1020.5
2025-12-08 05:00:00+00:00,175,402.36,0.29,3.57,124.8,194.73,102.61,11.89,0.1,21.4,30.0,5.7,1020.8
2025-12-08 06:00:00+00:00,176,386.29,0.34,3.23,133.52,191.53,103.67,11.6,0.05,24.9,23.0,5.2,1020.2
2025-12-08 07:00:00+00:00,177,373.75,0.29,2.7,143.53,191.95,106.01,11.26,0.0,27.4,20.0,4.8,1019.2
2025-12-08 08:00:00+00:00,180,372.39,0.23,2.27,153.3,197.95,111.02,11.17,0.0,28.9,17.0,3.8,1018.1
2025-12-08 09:00:00+00:00,182,374.98,0.19,2.05,162.29,203.86,115.94,11.16,0.0,29.5,15.0,3.2,1017.2
2025-12-08 10:00:00+00:00,185,388.08,0.16,2.1,170.71,209.09,120.74,11.34,0.0,29.8,14.0,4.4,1016.9
2025-12-08 11:00:00+00:00,187,411.43,0.13,2.45,178.42,212.64,125.31,11.7,0.0,29.5,13.0,3.1,1016.9
2025-12-08 12:00:00+00:00,188,433.07,0.07,3.07,183.11,212.38,127.33,12.3,0.0,28.4,16.0,2.0,1017.3
2025-12-08 13:00:00+00:00,188,453.74,0.01,3.54,185.08,209.82,127.52,13.11,0.0,26.9,22.0,2.1,1017.6
2025-12-08 14:00:00+00:00,188,472.38,0.0,3.12,183.7,205.59,126.55,13.98,0.0,26.5,19.0,6.6,1018.1
2025-12-08 15:00:00+00:00,187,489.82,0.0,3.0,180.13,201.01,124.92,14.8,0.0,25.6,20.0,9.9,1018.4
2025-12-08 16:00:00+00:00,186,515.92,0.0,3.4,173.1,198.61,123.74,15.4,0.06,23.7,27.0,10.1,1018.6
2025-12-08 17:00:00+00:00,186,538.56,0.0,3.93,162.26,198.62,122.57,15.33,0.15,22.5,30.0,10.1,1018.5
2025-12-08 18:00:00+00:00,184,538.4,0.0,4.14,149.64,199.31,120.32,14.57,0.2,21.5,33.0,9.8,1018.5
2025-12-08 19:00:00+00:00,183,512.36,0.0,3.94,138.72,199.2,117.23,13.57,0.2,20.8,34.0,10.4,1018.1
2025-12-08 20:00:00+00:00,181,482.39,0.0,3.56,130.0,197.54,114.07,12.51,0.18,20.4,35.0,10.3,1017.5
2025-12-08 21:00:00+00:00,179,452.14,0.0,3.16,123.36,193.75,110.48,11.55,0.16,20.0,35.0,9.6,1017.4
2025-12-08 22:00:00+00:00,177,424.94,0.0,2.77,118.44,188.08,106.53,10.66,0.15,19.6,36.0,9.1,1017.2
2025-12-08 23:00:00+00:00,176,405.8,0.0,2.49,115.37,182.52,103.13,9.95,0.15,18.6,38.0,8.8,1017.3
2025-12-09 00:00:00+00:00,174,389.49,0.0,2.28,113.12,175.89,99.25,9.32,0.19,17.8,38.0,9.2,1017.5
2025-12-09 01:00:00+00:00,171,375.72,0.0,2.13,111.57,168.86,94.98,8.78,0.24,17.5,38.0,9.0,1017.8
2025-12-09 02:00:00+00:00,170,368.29,0.0,2.04,110.01,163.57,91.45,8.31,0.29,17.1,39.0,8.1,1018.4
2025-12-09 03:00:00+00:00,168,363.13,0.01,2.26,108.7,160.21,88.42,7.94,0.33,17.1,39.0,7.6,1018.8
2025-12-09 04:00:00+00:00,167,355.91,0.13,2.75,108.37,158.13,85.54,7.65,0.36,19.0,36.0,5.7,1019.4
2025-12-09 05:00:00+00:00,165,346.9,0.28,2.87,112.26,156.82,82.72,7.71,0.38,21.9,30.0,3.1,1020.0
2025-12-09 06:00:00+00:00,164,335.38,0.34,2.79,120.22,156.1,80.25,8.19,0.39,25.5,24.0,1.4,1019.7
2025-12-09 07:00:00+00:00,163,323.15,0.31,2.51,131.02,155.25,78.43,9.05,0.37,27.8,19.0,1.3,1019.0
2025-12-09 08:00:00+00:00,163,315.2,0.26,2.27,141.71,155.04,77.92,10.14,0.34,29.0,16.0,0.7,1018.0
2025-12-09 09:00:00+00:00,163,311.31,0.22,2.19,152.42,155.09,78.04,11.7,0.28,29.5,15.0,3.1,1017.0
2025-12-09 10:00:00+00:00,162,309.86,0.19,2.27,162.42,153.52,77.68,13.64,0.22,29.5,18.0,6.5,1016.3
2025-12-09 11:00:00+00:00,162,310.26,0.16,2.53,168.71,149.88,76.42,15.39,0.15,28.5,29.0,8.6,1016.2
2025-12-09 12:00:00+00:00,160,307.38,0.09,3.02,170.66,144.27,73.64,17.16,0.08,27.0,36.0,7.7,1016.2
